,nome,genero,dtAtualizacao,nEpisodiosTotal,nEpisodios,status,img,link
340,Gekkan Shoujo Nozaki-kun,Gênero:,06/07/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/490_thumb2.jpg,https://punchsubs.net/principal#listar/490/episodios/stream/1
341,Getsuyoubi no Tawawa,"Slice of Life, Ecchi",24/08/2017,14,12,Completo,https://punchsubs.net/imagens/projetos/animes/2263_thumb2.jpg,https://punchsubs.net/principal#listar/2263/episodios/stream/1
342,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Ficção Científica, Policial, Psicológico",09/04/2015,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/631_thumb2.jpg,https://punchsubs.net/principal#listar/631/episodios/stream/1
343,Giant Killing,"Futebol, Seinen",14/12/2010,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/55_thumb2.jpg,https://punchsubs.net/principal#listar/55/episodios/stream/1
344,Gin no Guardian,"Aventura, Fantasia",01/04/2017,12,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2067_thumb2.jpg,https://punchsubs.net/principal#listar/2067/episodios/stream/1
345,Gin no Guardian 2nd Season,"Aventura, Fantasia",03/01/2018,6,6,Completo,https://punchsubs.net/imagens/projetos/animes/2491_thumb2.jpg,https://punchsubs.net/principal#listar/2491/episodios/stream/1
346,Gin no Saji,"Manga, Shounen",11/07/2013,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/340_thumb2.jpg,https://punchsubs.net/principal#listar/340/episodios/stream/1
347,Gin no Saji 2ª Temporada,"Comédia, Vida Escolar, Shounen, Vida",06/01/2014,11,11,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/415_thumb2.jpg,https://punchsubs.net/principal#listar/415/episodios/stream/1
348,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,"Ação, Drama, Ficção Científica, Militar",03/04/2018,8,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2534_thumb2.jpg,https://punchsubs.net/principal#listar/2534/episodios/stream/1
349,Ginga Kikoutai Majestic Prince,"Mangá, Mecha",07/06/2013,25,24,Completo,https://punchsubs.net/imagens/projetos/animes/291_thumb2.jpg,https://punchsubs.net/principal#listar/291/episodios/stream/1
350,Gingitsune,"Vida Cotidiana, Seinen, Fantasia",13/10/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/389_thumb2.jpg,https://punchsubs.net/principal#listar/389/episodios/stream/1
351,Gintama,"Ação, Aliens, Comédia, Ninjas, Parodia, Samurai, SciFi",25/10/2012,200,3,Completo,https://punchsubs.net/imagens/projetos/animes/10_thumb2.jpg,https://punchsubs.net/principal#listar/10/episodios/stream/1
352,Gintama (2015),"Ação, Comédia, História, Paródia, Samurai, Sci-Fi, Shounen",08/04/2015,51,51,Nota: Quarta temporada,https://punchsubs.net/imagens/projetos/animes/626_thumb2.jpg,https://punchsubs.net/principal#listar/626/episodios/stream/1
353,Gintama (2017),"Ação, Comédia, Ficção Científica, Histórico, Paródia, Samurai",22/12/2016,12,12,Nota: Quinta temporada,https://punchsubs.net/imagens/projetos/animes/1998_thumb2.jpg,https://punchsubs.net/principal#listar/1998/episodios/stream/1
354,Gintama Porori-hen (2017),"Ação, Comédia, Histórico, Paródia, Samurai, Ficção Científica, Shounen",01/10/2017,13,13,Nota: Temporada 5,https://punchsubs.net/imagens/projetos/animes/2289_thumb2.jpg,https://punchsubs.net/principal#listar/2289/episodios/stream/1
355,Gintama.: Shirogane no Tamashii-hen,"Ação, Comédia, Ficção Científica, Histórico, Paródia, Samurai, Shounen",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2471_thumb2.jpg,https://punchsubs.net/principal#listar/2471/episodios/stream/1
356,Girl Friend Beta,"Romance, Escolar",12/10/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/554_thumb2.jpg,https://punchsubs.net/principal#listar/554/episodios/stream/1
357,Girlish Number,"Slice of Life, Comédia",11/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1978_thumb2.jpg,https://punchsubs.net/principal#listar/1978/episodios/stream/1
358,GJ-bu,"Clubes, Comédia, Novel, Seinen",28/04/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/315_thumb2.jpg,https://punchsubs.net/principal#listar/315/episodios/stream/1
359,Glass no Hana to Kowasu Sekai,Ficção,16/01/2016,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/771_thumb2.jpg,https://punchsubs.net/principal#listar/771/filmes/stream/1
360,Glasslip,Slice of Life,03/07/2014,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/483_thumb2.jpg,https://punchsubs.net/principal#listar/483/episodios/stream/1
361,Gochuumon wa Usagi Desuka?,Gênero:,10/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/468_thumb2.jpg,https://punchsubs.net/principal#listar/468/episodios/stream/1
362,Gochuumon wa Usagi Desuka? 2,"Comédia, Vida Cotidiana",10/10/2015,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/723_thumb2.jpg,https://punchsubs.net/principal#listar/723/episodios/stream/1
363,GOD EATER,"Trabalho original, jogo, jogo de ação",12/07/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/676_thumb2.jpg,https://punchsubs.net/principal#listar/676/episodios/stream/1
364,Gokukoku no Brynhildr,Gênero:,06/04/2014,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/459_thumb2.jpg,https://punchsubs.net/principal#listar/459/episodios/stream/1
365,Golden Kamuy,"Ação, Aventura, Histórico, Seinen",09/04/2018,8,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2565_thumb2.jpg,https://punchsubs.net/principal#listar/2565/episodios/stream/1
366,Golden Time,"Comédia, Romance, Seinen",13/01/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/425_thumb2.jpg,https://punchsubs.net/principal#listar/425/episodios/stream/1
367,GOSICK,Mistério,01/07/2011,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/88_thumb2.jpg,https://punchsubs.net/principal#listar/88/episodios/stream/1
368,Granblue Fantasy The Animation,Fantasia,22/12/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/1999_thumb2.jpg,https://punchsubs.net/principal#listar/1999/episodios/stream/1
369,Grancrest Senki,"Ação, Fantasia",05/01/2018,21,24,Lançando,https://punchsubs.net/imagens/projetos/animes/2504_thumb2.jpg,https://punchsubs.net/principal#listar/2504/episodios/stream/1
370,Grisaia no Kajitsu,Gênero:,04/10/2014,13,12,Completo,https://punchsubs.net/imagens/projetos/animes/534_thumb2.jpg,https://punchsubs.net/principal#listar/534/episodios/stream/1
371,Grisaia no Meikyuu,"Drama, Romance, Escolar, Psicológico, Harém",03/04/2015,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/605_thumb2.jpg,https://punchsubs.net/principal#listar/605/episodios/stream/1
372,Grisaia no Rakuen,"Drama, Romance, Escolar, Psicológico, Harém",03/04/2015,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/604_thumb2.jpg,https://punchsubs.net/principal#listar/604/episodios/stream/1
373,Gugure! Kokkuri-san,Gênero:,04/10/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/535_thumb2.jpg,https://punchsubs.net/principal#listar/535/episodios/stream/1
374,Guilty Crown,"Mecha, Super Poderes",23/03/2012,22,22,Completo,https://punchsubs.net/imagens/projetos/animes/164_thumb2.jpg,https://punchsubs.net/principal#listar/164/episodios/stream/1
375,Gundam Build Divers,"Ação, Ficção Científica, Mecha",03/04/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2533_thumb2.jpg,https://punchsubs.net/principal#listar/2533/episodios/stream/1
376,Gundam Build Fighters,"Batalhas de proxy, shounen",07/10/2013,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/384_thumb2.jpg,https://punchsubs.net/principal#listar/384/episodios/stream/1
377,Gundam Build Fighters Try,"Batalhas de proxy, shounen",08/10/2014,25,25,Nota: Segunda Temporada,https://punchsubs.net/imagens/projetos/animes/549_thumb2.jpg,https://punchsubs.net/principal#listar/549/episodios/stream/1
378,Gundam G no Reconguista,"Mecha, Sci-Fi, Shounen",03/10/2014,25,26,Completo,https://punchsubs.net/imagens/projetos/animes/522_thumb2.jpg,https://punchsubs.net/principal#listar/522/episodios/stream/1
379,Gunslinger Stratos The Animation,"Ação, Ficção Científica, Jogo",03/04/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/608_thumb2.jpg,https://punchsubs.net/principal#listar/608/episodios/stream/1
380,Gurazeni,"Comédia, Drama, Esportes, Seinen",06/04/2018,8,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2544_thumb2.jpg,https://punchsubs.net/principal#listar/2544/episodios/stream/1
381,HackaDoll - The Animation,"Fantasia, Curto",02/10/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/686_thumb2.jpg,https://punchsubs.net/principal#listar/686/episodios/stream/1
382,Hagure Yuusha no Estetica,"Ação, Boing, Ecchi, Fantasia, Peitos Grandes, Novel, Nudez, Romance, Seinen, Super Poderes",23/09/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/226_thumb2.jpg,https://punchsubs.net/principal#listar/226/episodios/stream/1
383,Hai to Gensou no Grimgar,"Ação, Aventura, Fantasia, Drama",10/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/761_thumb2.jpg,https://punchsubs.net/principal#listar/761/episodios/stream/1
384,Haifuri,Escolar,09/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/811_thumb2.jpg,https://punchsubs.net/principal#listar/811/episodios/stream/1
385,Haifuri OVA,"Ação, Militar, Escolar",11/07/2017,2,2,Lançando,https://punchsubs.net/imagens/projetos/animes/2236_thumb2.jpg,https://punchsubs.net/principal#listar/2236/ovas/stream/1
386,Haikyuu OAD,"Shounen, Esportes",12/03/2015,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/596_thumb2.jpg,https://punchsubs.net/principal#listar/596/ovas/stream/1
387,Haikyuu!!,"Shounen, Esportes",05/04/2014,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/448_thumb2.jpg,https://punchsubs.net/principal#listar/448/episodios/stream/1
388,Haikyuu!! 2ª Temporada,"Comédia, Escolar, Esportes, Shounen",03/10/2015,25,25,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/696_thumb2.jpg,https://punchsubs.net/principal#listar/696/episodios/stream/1
389,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comédia, Drama, Escolar, Esporte, Shounen",07/10/2016,10,10,Nota: Terceira temporada,https://punchsubs.net/imagens/projetos/animes/1969_thumb2.jpg,https://punchsubs.net/principal#listar/1969/episodios/stream/1
390,Haiyore! Nyaruko-san,"Ação, Aliens, Demônios, Fantasia, Mahou Shoujo, Novel, Paródia, Vida Escolar, Seinen, Violencia",26/06/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/205_thumb2.jpg,https://punchsubs.net/principal#listar/205/episodios/stream/1
391,Haiyore! Nyaruko-san F,Gênero:,20/06/2015,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/642_thumb2.jpg,https://punchsubs.net/principal#listar/642/ovas/stream/1
392,Haiyore! Nyaruko-san W,"Ação, Aliens, Demônios, Fantasia, Mahou Shoujo, Novel, Paródia, Vida Escolar, Seinen, Violencia",10/06/2013,12,12,Nota: Segunda temporada.,https://punchsubs.net/imagens/projetos/animes/302_thumb2.jpg,https://punchsubs.net/principal#listar/302/episodios/stream/1
393,Hajime no Ippo,"Comédia, drama, shounen, esportes",26/10/2013,75,75,Completo,https://punchsubs.net/imagens/projetos/animes/395_thumb2.jpg,https://punchsubs.net/principal#listar/395/episodios/stream/1
394,Hajime no Ippo Rising,"Ação, Boxing, Comédia, Shounen, Esportes, Épico Para Caralho",05/10/2013,25,25,Nota: Terceira Temporada,https://punchsubs.net/imagens/projetos/animes/373_thumb2.jpg,https://punchsubs.net/principal#listar/373/episodios/stream/1
395,Hajime no Ippo: New Challenger,"Ação, Boxing, Comédia, Shounen, Esportes",31/12/2009,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/2_thumb2.jpg,https://punchsubs.net/principal#listar/2/episodios/stream/1
396,Hajimete no Gal (Sem Censura),"Comédia, Romance, Ecchi, Escolar, Shounen, Tetão da Temporada",12/07/2017,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/2241_thumb2.jpg,https://punchsubs.net/principal#listar/2241/episodios/stream/1
397,Hakata Tonkotsu Ramens,Ação,03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2487_thumb2.jpg,https://punchsubs.net/principal#listar/2487/episodios/stream/1
398,Hakumei to Mikochi,"Fantasia, Seinen, Slice of Life",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2485_thumb2.jpg,https://punchsubs.net/principal#listar/2485/episodios/stream/1
399,Hakuouki,"Ação, Romance, Drama, Shoujo",01/12/2017,12,12,Nota: Hakuouki Shinsengumi Kitan,https://punchsubs.net/imagens/projetos/animes/2454_thumb2.jpg,https://punchsubs.net/principal#listar/2454/episodios/stream/1
400,Hakuouki Hekketsuroku,"Ação, Romance, Drama, Shoujo",01/12/2017,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/2450_thumb2.jpg,https://punchsubs.net/principal#listar/2450/episodios/stream/1
401,Hakuouki Reimeiroku,"Ação, Romance, Drama, Shoujo",01/12/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2452_thumb2.jpg,https://punchsubs.net/principal#listar/2452/episodios/stream/1
402,Hakuouki Sekkaroku,"Ação, Romance, Drama, Shoujo",01/12/2017,6,6,Completo,https://punchsubs.net/imagens/projetos/animes/2453_thumb2.jpg,https://punchsubs.net/principal#listar/2453/episodios/stream/1
403,Hakyuu Houshin Engi,"Aventura, Demônios, Fantasia, Shounen, Sobrenatural",03/01/2018,18,23,Lançando,https://punchsubs.net/imagens/projetos/animes/2484_thumb2.jpg,https://punchsubs.net/principal#listar/2484/episodios/stream/1
404,Hamatora,"Mistério, Jogo, Shounen, Super Poderes",06/01/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/413_thumb2.jpg,https://punchsubs.net/principal#listar/413/episodios/stream/1
405,Hanasaku Iroha,"Dia-a-dia, Seinen",25/09/2011,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/108_thumb2.jpg,https://punchsubs.net/principal#listar/108/episodios/stream/1
406,Hanasaku Iroha: Home Sweet Home,"Comédia, drama, vida real",25/10/2013,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/394_thumb2.jpg,https://punchsubs.net/principal#listar/394/filmes/stream/1
407,Hanayamata,"Mangá, Seinen",07/07/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/492_thumb2.jpg,https://punchsubs.net/principal#listar/492/episodios/stream/1
408,Hand Shakers,Ação,22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2000_thumb2.jpg,https://punchsubs.net/principal#listar/2000/episodios/stream/1
409,Handa-kun,"Comédia, Shounen, Vida Cotidiana",09/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/857_thumb2.jpg,https://punchsubs.net/principal#listar/857/episodios/stream/1
410,Haruchika: Haruta to Chika wa Seishun Suru,"Mistério, Romance, Escolar, Vida Cotidiana",06/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/740_thumb2.jpg,https://punchsubs.net/principal#listar/740/episodios/stream/1
411,Hataraku Maou-sama!,"Comedia, Fantasia, Novel",07/06/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/293_thumb2.jpg,https://punchsubs.net/principal#listar/293/episodios/stream/1
412,Hatsukoi Monster,"Comédia, Romance, Escolar, Shoujo",02/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/830_thumb2.jpg,https://punchsubs.net/principal#listar/830/episodios/stream/1
413,Heavy Object,"Ação, Mecha, Militar, Ficção Científica",02/10/2015,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/688_thumb2.jpg,https://punchsubs.net/principal#listar/688/episodios/stream/1
414,Hello!! Kiniro Mosaic,"Comédia, Escolar, Slice of Life",05/04/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/623_thumb2.jpg,https://punchsubs.net/principal#listar/623/episodios/stream/1
415,Hellsing Ultimate OVA,"Ação, drama, terror, sobrenatural.",06/01/2013,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/21_thumb2.jpg,https://punchsubs.net/principal#listar/21/ovas/stream/1
416,HenNeko: Hentai Ouji to Warawanai Neko,"Comédia, Ecchi, Novel, Seinen",18/05/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/314_thumb2.jpg,https://punchsubs.net/principal#listar/314/episodios/stream/1
417,Heroman,"Ação, Aliens, Mecha",24/09/2010,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/50_thumb2.jpg,https://punchsubs.net/principal#listar/50/episodios/stream/1
418,Hibike! Euphonium,"Musical, Escolar",07/04/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/625_thumb2.jpg,https://punchsubs.net/principal#listar/625/episodios/stream/1
419,Hibike! Euphonium 2,"Drama, Música, Escolar",03/10/2016,13,13,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/902_thumb2.jpg,https://punchsubs.net/principal#listar/902/episodios/stream/1
420,Hibike! Euphonium 2 Specials,"Música, Comédia, Escolar",10/08/2017,7,7,Completo,https://punchsubs.net/imagens/projetos/animes/2254_thumb2.jpg,https://punchsubs.net/principal#listar/2254/ovas/stream/1
421,Hibike! Euphonium: Suisougaku-bu no Nichijou,"Comédia, Escolar, Música",01/04/2017,7,7,Completo,https://punchsubs.net/imagens/projetos/animes/2070_thumb2.jpg,https://punchsubs.net/principal#listar/2070/ovas/stream/1
422,Hidan no Aria AA,"Ação, Aventura",13/10/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/728_thumb2.jpg,https://punchsubs.net/principal#listar/728/episodios/stream/1
423,High School DxD,"Shounen, Ecchi, Peitos, Vida Escolar, Sobrenatural",10/09/2012,14,13,Nota: Primeira temporada,https://punchsubs.net/imagens/projetos/animes/173_thumb2.jpg,https://punchsubs.net/principal#listar/173/episodios/stream/1
424,High School DxD BorN,"Ação, Comédia, Romance, Ecchi, Escolar, Harém",03/04/2015,12,12,Nota: Terceira temporada,https://punchsubs.net/imagens/projetos/animes/610_thumb2.jpg,https://punchsubs.net/principal#listar/610/episodios/stream/1
425,High School DxD Hero (Sem Censura),"Ação, Comédia, Demônios, Ecchi, Escolar, Harém, Romance",12/04/2018,8,13,Nota: Sem Censura!,https://punchsubs.net/imagens/projetos/animes/2570_thumb2.jpg,https://punchsubs.net/principal#listar/2570/episodios/stream/1
426,High School DxD New,"Shounen, Ecchi, Peitos, Vida Escolar, Sobrenatural, Peitos",08/07/2013,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/335_thumb2.jpg,https://punchsubs.net/principal#listar/335/episodios/stream/1
